SALE.TYPE,SOLD.DATE,PROPERTY.TYPE,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,HOA.MONTH,STATUS,NEXT.OPEN.HOUSE.START.TIME,NEXT.OPEN.HOUSE.END.TIME,URL,SOURCE,MLS.,FAVORITE,INTERESTED,LIST.DATE
PAST SALE,September-7-2017,propertytype:Townhouse,USD740000,4,2.0,2102,4586,1932,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4814-Nebraska-Ave-NW-20016/home/9962704,MRIS,DC9959913,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD841500,4,3.5,3120,5561,2017,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2610-Myrtle-Ave-NE-20018/home/142292751,MRIS,DC10003612,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD410000,3,3.5,1720,5875,2007,53,Sold,NA,NA,http://www.redfin.com/DC/Washington/128-57th-Pl-SE-20019/home/21645822,MRIS,DC9922845,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-8-2017,propertytype:Townhouse,USD513900,3,2.5,1376,1250,1931,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/325-17th-St-NE-20002/home/10115417,MRIS,DC10029136,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD1335450,3,3.5,1720,1677,1981,595,Sold,NA,NA,http://www.redfin.com/DC/Washington/3968-Georgetown-Ct-NW-20007/home/9936965,MRIS,DC10010452,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-18-2017,propertytype:Townhouse,USD600000,4,2.0,1712,1417,1906,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1515-3rd-St-NW-20001/home/9887124,MRIS,DC10031542,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-20-2017,propertytype:Single Family Residential,USD2650000,7,8.0,5750,4493,1877,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/612-3rd-St-SE-20003/home/10186402,MRIS,DC9661741,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD334900,3,2.0,810,2407,1945,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/849-51st-St-NE-20019/home/10128141,MRIS,DC9979815,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-8-2017,propertytype:Townhouse,USD799000,3,2.5,1541,2332,1907,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/3532-11th-St-NW-20010/home/10027364,MRIS,DC10017104,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-7-2017,propertytype:Townhouse,USD1600000,4,4.5,3562,2086,1987,185,Sold,NA,NA,http://www.redfin.com/DC/Washington/3711-Winfield-Ln-NW-20007/home/9932172,MRIS,DC9984952,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-6-2017,propertytype:Townhouse,USD792500,4,3.5,1564,1986,1924,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1230-Rhode-Island-Ave-NE-20018/home/10090929,MRIS,DC9947606,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD670000,3,2.5,1710,NA,1900,375,Sold,NA,NA,http://www.redfin.com/DC/Washington/436-M-St-NW-20001/unit-2/home/9884469,MRIS,DC9981676,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-20-2017,propertytype:Townhouse,USD641000,3,3.0,1503,1917,1925,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2735-4th-St-NE-20002/home/10076034,MRIS,DC9903324,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-28-2017,propertytype:Townhouse,USD1020000,4,3.5,2050,1530,1912,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/502-12th-St-NE-20002/home/9908241,MRIS,DC9979075,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD900000,3,2.5,2057,975,1890,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/508-F-St-NE-20002/home/9896682,MRIS,DC10051431,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-8-2017,propertytype:Townhouse,USD295000,3,2.5,1392,NA,1978,439,Sold,NA,NA,http://www.redfin.com/DC/Washington/2833-31st-Pl-NE-20018/home/10106750,MRIS,DC9974436,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-5-2017,propertytype:Multi-Family (2-4 Unit),USD1450000,NA,NA,2699,1828,1908,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2232-Decatur-Pl-NW-20008/home/9997622,MRIS,DC9959517,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD410000,4,3.0,1134,4140,1938,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4816-Hayes-St-NE-20019/home/10124389,MRIS,DC9987306,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-6-2017,propertytype:Condo/Co-op,USD699900,4,2.5,1700,NA,2017,342,Sold,NA,NA,http://www.redfin.com/DC/Washington/2803-Sherman-Ave-NW-20001/unit-1/home/128010904,MRIS,DC10007991,N,Y,"Friday- Aug 11, 2017"
PAST SALE,September-18-2017,propertytype:Townhouse,USD420000,3,1.0,1080,1895,1927,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2422-3rd-St-NE-20002/home/10074503,MRIS,DC9988706,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-19-2017,propertytype:Townhouse,USD910000,3,2.5,1684,1453,1900,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1255-C-St-SE-20003/home/9911978,MRIS,DC10028112,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,September-21-2017,propertytype:Condo/Co-op,USD2300000,4,4.0,5077,NA,1900,850,Sold,NA,NA,http://www.redfin.com/DC/Washington/774-Girard-St-NW-20001/unit-7W/home/108155278,MRIS,DC10062849,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-21-2017,propertytype:Townhouse,USD970250,3,2.5,1500,1365,1912,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/908-O-St-NW-20001/home/9877785,MRIS,DC9977784,N,Y,"Sunday- Sep 10, 2017"
PAST SALE,September-15-2017,propertytype:Townhouse,USD830000,3,2.0,2007,1307,1910,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1015-9th-St-NE-20002/home/9903872,MRIS,DC9984467,N,Y,"Tuesday- Aug 29, 2017"
PAST SALE,September-26-2017,propertytype:Multi-Family (2-4 Unit),USD1450000,NA,NA,2611,1190,1910,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1721-U-St-NW-20009/home/9857014,MRIS,DC9945221,N,Y,"Wednesday- Sep 20, 2017"
PAST SALE,September-25-2017,propertytype:Townhouse,USD730000,3,3.5,2023,1176,1927,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1236-Owen-Pl-NE-20002/home/10095559,MRIS,DC10035059,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-27-2017,propertytype:Townhouse,USD942000,4,3.5,2360,1378,1915,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/913-11th-St-NE-20002/home/9907743,MRIS,DC9996638,N,Y,"Friday- Sep 22, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD824500,4,3.5,2200,2250,1908,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2952-13th-St-NE-20017/home/10090745,MRIS,DC10004814,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD1289000,3,4.0,1888,1280,2017,181,Sold,NA,NA,http://www.redfin.com/DC/Washington/417-Guetler-Way-SE-20003/home/142946651,MRIS,DC10009582,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD1240000,4,3.5,2485,1500,1895,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/42-Seaton-Pl-NW-20001/home/10047661,MRIS,DC10033872,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD1605000,4,3.5,3100,1946,1890,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/914-E-Capitol-St-NE-20003/home/9904617,MRIS,DC10043037,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Townhouse,USD1675000,5,4.5,2661,2150,2001,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1233-10th-St-NW-20001/home/10176665,MRIS,DC10038073,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-29-2017,propertytype:Single Family Residential,USD200000,4,2.0,638,2170,1932,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2609-Wade-Rd-SE-20020/home/10160675,MRIS,DC9923739,N,Y,"Tuesday- Sep 26, 2017"
PAST SALE,September-12-2017,propertytype:Townhouse,USD910000,4,3.5,2300,2513,1925,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1239-Oates-St-NE-20002/home/10096271,MRIS,DC10015623,N,Y,"Wednesday- Aug 23, 2017"
PAST SALE,September-8-2017,propertytype:Townhouse,USD835000,3,3.0,1950,NA,1908,229,Sold,NA,NA,http://www.redfin.com/DC/Washington/623-Kenyon-St-NW-20010/unit-2/home/142955674,MRIS,DC10010869,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,,propertytype:Single Family Residential,USD850000,2,3.0,1648,6500,1951,NA,,NA,NA,http://www.redfin.com/DC/Washington/5136-Linnean-Ter-NW-20008/home/9981280,,,N,Y,NA
PAST SALE,September-5-2017,propertytype:Townhouse,USD640000,3,1.0,1080,2430,1900,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/743-Irving-St-NW-20010/home/10032761,MRIS,DC9979062,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,September-18-2017,propertytype:Townhouse,USD917500,4,3.5,1216,1639,1923,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1204-Quincy-St-NW-20011/home/10033928,MRIS,DC10039268,N,Y,"Monday- Sep 04, 2017"
PAST SALE,September-19-2017,propertytype:Townhouse,USD469000,3,2.0,1550,2559,1932,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/311-Jefferson-St-NW-20011/home/10063237,MRIS,DC10030139,N,Y,"Wednesday- Sep 06, 2017"
PAST SALE,September-20-2017,propertytype:Townhouse,USD703500,4,3.5,1975,1692,1932,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/314-Madison-St-NW-20011/home/10063117,MRIS,DC10023658,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-11-2017,propertytype:Townhouse,USD652500,3,3.0,1608,2225,1917,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4514-8th-St-NW-20011/home/10041545,MRIS,DC10025978,N,Y,"Monday- Aug 21, 2017"
PAST SALE,September-20-2017,propertytype:Single Family Residential,USD625000,3,2.0,1621,6108,1937,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1305-Hamilton-St-NW-20011/home/10024760,MRIS,DC9989594,N,Y,"Friday- Sep 08, 2017"
PAST SALE,September-28-2017,propertytype:Townhouse,USD752000,4,3.5,2480,2766,1926,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/641-Gallatin-St-NW-20011/home/10057233,MRIS,DC10056600,N,Y,"Sunday- Sep 24, 2017"
PAST SALE,September-27-2017,propertytype:Townhouse,USD590000,3,3.0,1979,NA,1911,287,Sold,NA,NA,http://www.redfin.com/DC/Washington/816-Kennedy-St-NW-20011/unit-4/home/108579439,MRIS,DC9898342,N,Y,"Friday- Sep 22, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD1800000,3,1.5,1706,NA,1906,NA,,NA,NA,http://www.redfin.com/DC/Washington/2003-13th-St-NW-20009/home/9873633,,,N,Y,NA
PAST SALE,September-25-2017,propertytype:Single Family Residential,USD719000,4,3.0,1910,3600,1940,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1255-Van-Buren-St-NW-20012/home/10036391,MRIS,DC10035355,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-25-2017,propertytype:Townhouse,USD420000,4,1.75,1052,1419,1925,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/532-Somerset-Pl-NW-20011/home/10055099,MRIS,DC10018060,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-8-2017,propertytype:Townhouse,USD275500,3,2.5,1138,2266,2008,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1742-Galen-St-SE-20020/home/21648287,MRIS,DC9990543,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD300000,3,2.0,1088,NA,1939,NA,,NA,NA,http://www.redfin.com/DC/Washington/2517-Benning-Rd-NE-20002/home/10113035,,,N,Y,NA
PAST SALE,September-7-2017,propertytype:Townhouse,USD760000,3,2.5,1314,915,1900,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1423-New-Jersey-Ave-NW-20001/home/9887484,MRIS,DC9958801,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-25-2017,propertytype:Townhouse,USD250000,3,1.0,1705,1705,1939,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1611-Q-St-SE-20020/home/10148646,MRIS,DC9991317,N,Y,"Monday- Sep 18, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD2010000,6,4.5,3348,5549,1927,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/3818-Ingomar-St-NW-20015/home/9969189,MRIS,DC9988481,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-13-2017,propertytype:Townhouse,USD960000,5,3.5,3030,2447,1910,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/649-Columbia-Rd-NW-20001/home/10044821,MRIS,DC9944924,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-13-2017,propertytype:Townhouse,USD750000,4,3.0,2300,NA,1916,359,Sold,NA,NA,http://www.redfin.com/DC/Washington/7-Grant-Cir-NW-20011/unit-1/home/113861885,MRIS,DC9933233,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-5-2017,propertytype:Townhouse,USD533000,3,2.0,1224,1655,1948,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/726-Emerson-St-NE-20017/home/10083828,MRIS,DC10017007,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,,propertytype:Townhouse,USD805000,NA,NA,2419,3568,1967,NA,,NA,NA,http://www.redfin.com/MD/Bethesda/4925-Crescent-St-20816/unit-B-11/home/10637423,,,N,Y,NA
PAST SALE,September-7-2017,propertytype:Townhouse,USD485000,3,2.0,1332,1968,1922,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/5621-9th-St-NW-20011/home/10039249,MRIS,DC9953479,N,Y,"Sunday- Aug 13, 2017"
PAST SALE,September-8-2017,propertytype:Townhouse,USD792500,4,3.5,3600,1500,1925,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/515-Allison-St-NW-20011/home/10058285,MRIS,DC10005302,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD757000,3,2.0,1986,3387,1890,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/3812-Brandywine-St-NW-20016/home/9968947,MRIS,DC10022560,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,,propertytype:Multi-Family (2-4 Unit),USD550000,4,4.0,2856,4590,1935,NA,,NA,NA,http://www.redfin.com/DC/Washington/5619-1st-St-NW-20011/home/10068926,,,N,Y,NA
PAST SALE,September-5-2017,propertytype:Townhouse,USD450000,4,2.0,1840,2765,1920,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/1317-Kennedy-St-NW-20011/home/10024279,MRIS,DC10022619,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,,propertytype:Townhouse,USD1416000,3,3.0,2178,3001,1914,NA,,NA,NA,http://www.redfin.com/DC/Washington/1623-Irving-St-NW-20010/home/10007781,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD425000,3,1.5,1502,3075,1937,NA,,NA,NA,http://www.redfin.com/DC/Washington/6526-5th-St-NW-20012/home/10054731,,,N,Y,NA
PAST SALE,,propertytype:Townhouse,USD1300000,3,1.5,1922,3240,1908,NA,,NA,NA,http://www.redfin.com/DC/Washington/838-Varnum-St-NW-20011/home/10041888,,,N,Y,NA
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD995000,3,3.0,2678,11423,1934,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4315-Argyle-Ter-NW-20011/home/10012266,MRIS,DC9964584,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD650000,4,2.0,2586,NA,1920,NA,,NA,NA,http://www.redfin.com/DC/Washington/1500-Decatur-St-NW-20011/home/10017172,,,N,Y,NA
PAST SALE,,propertytype:Townhouse,USD630000,3,3.5,1660,1700,1929,NA,,NA,NA,http://www.redfin.com/DC/Washington/4417-3rd-St-NW-20011/home/10065403,,,N,Y,NA
PAST SALE,September-8-2017,propertytype:Townhouse,USD612500,3,3.5,1216,3123,1941,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/4713-10th-St-NE-20017/home/10088284,MRIS,DC9980522,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-13-2017,propertytype:Townhouse,USD595000,3,1.5,1562,1700,1912,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/726-Shepherd-St-NW-20011/home/10050811,MRIS,DC10008013,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-13-2017,propertytype:Townhouse,USD1220000,3,2.5,2040,2400,1921,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/2803-28th-St-NW-20008/home/9987410,MRIS,DC10023365,N,Y,"Friday- Aug 25, 2017"
PAST SALE,September-5-2017,propertytype:Townhouse,USD770000,3,2.5,1764,2204,1912,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/595-Columbia-Rd-NW-20001/home/10044779,MRIS,DC10020831,N,Y,"Wednesday- Aug 09, 2017"
PAST SALE,,propertytype:Condo/Co-op,USD637000,3,2.0,1574,NA,1911,NA,,NA,NA,http://www.redfin.com/DC/Washington/3572-13th-St-NW-20010/home/10027518,,,N,Y,NA
PAST SALE,,propertytype:Single Family Residential,USD202970,4,2.0,1568,2383,1931,NA,,NA,NA,http://www.redfin.com/DC/Washington/502-Oneida-Pl-NW-20011/home/10056065,,,N,Y,NA
PAST SALE,September-8-2017,propertytype:Single Family Residential,USD1370000,5,3.5,4800,8691,1923,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/5331-16th-St-NW-20011/home/10017646,MRIS,DC9998235,N,Y,"Tuesday- Aug 15, 2017"
PAST SALE,September-11-2017,propertytype:Single Family Residential,USD3500000,7,7.5,7870,28100,1941,NA,Sold,NA,NA,http://www.redfin.com/DC/Washington/3125-Chain-Bridge-Rd-NW-20016/home/9942685,MRIS,DC9994691,N,Y,"Monday- Aug 21, 2017"
